age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y_true,p_yes,cum_calls,cum_contracts_true,cum_contracts_expected
40,admin.,married,university.degree,no,yes,no,telephone,may,thu,404,7,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.00956180724278577,3284,924,917.2823356630744
41,admin.,divorced,high.school,no,yes,no,cellular,nov,fri,199,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,0.00956180724278577,3285,924,917.2918974703172
39,services,married,high.school,unknown,yes,no,telephone,may,tue,399,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.00956180724278577,3286,924,917.30145927756
37,blue-collar,divorced,basic.9y,unknown,no,no,telephone,may,mon,405,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.00956180724278577,3287,924,917.3110210848027
38,blue-collar,single,basic.4y,no,yes,no,telephone,may,mon,403,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.00956180724278577,3288,924,917.3205828920455
48,entrepreneur,married,basic.6y,no,no,no,cellular,may,wed,119,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0,0.009467277289563193,3289,924,917.3300501693351
34,technician,married,university.degree,no,yes,yes,cellular,aug,fri,289,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.009436038560132429,3290,924,917.3394862078952
44,blue-collar,single,professional.course,no,no,no,cellular,may,mon,104,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,0.009388773699407838,3291,924,917.3488749815946
25,self-employed,single,university.degree,no,yes,no,telephone,may,wed,373,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.009319236145340174,3292,924,917.3581942177399
34,admin.,single,university.degree,no,no,no,cellular,may,fri,134,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0,0.009319236145340174,3293,924,917.3675134538852
23,admin.,single,professional.course,no,yes,no,cellular,jul,wed,332,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.009179579336486486,3294,924,917.3766930332216
23,blue-collar,single,basic.9y,no,no,no,telephone,jun,thu,359,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.009179579336486486,3295,924,917.385872612558
30,technician,married,professional.course,no,yes,no,cellular,aug,tue,297,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,0.009100174515034842,3296,924,917.3949727870731
34,entrepreneur,married,university.degree,unknown,yes,no,cellular,aug,mon,343,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.009044585703943335,3297,924,917.404017372777
34,blue-collar,married,basic.6y,no,yes,yes,cellular,may,wed,143,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,0.009044585703943335,3298,924,917.413061958481
42,admin.,single,university.degree,no,no,no,cellular,aug,wed,286,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0,0.009032703963088102,3299,924,917.422094662444
35,management,divorced,university.degree,no,no,no,cellular,aug,mon,288,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.009032703963088102,3300,924,917.431127366407
20,student,single,high.school,no,yes,yes,cellular,jun,wed,74,2,999,1,failure,-2.9,92.963,-40.8,1.26,5076.2,0,0.009000798096169885,3301,924,917.4401281645032
29,admin.,single,high.school,no,yes,no,cellular,nov,thu,205,3,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.008996124120340666,3302,924,917.4491242886236
50,housemaid,married,basic.9y,no,yes,no,cellular,may,mon,126,2,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0,0.008996124120340666,3303,924,917.4581204127439
33,admin.,divorced,university.degree,no,yes,no,cellular,nov,thu,214,2,999,1,failure,-0.1,93.2,-42.0,4.076,5195.8,0,0.008959757650226111,3304,924,917.4670801703942
39,blue-collar,married,high.school,no,yes,no,cellular,nov,thu,193,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.008959757650226111,3305,924,917.4760399280444
35,admin.,divorced,high.school,no,yes,no,cellular,nov,tue,250,2,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,0.008959757650226111,3306,924,917.4849996856947
38,self-employed,single,basic.9y,unknown,yes,yes,telephone,jun,fri,375,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.008928949059975714,3307,924,917.4939286347546
27,technician,single,professional.course,no,yes,no,cellular,may,wed,102,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,0.008928949059975714,3308,924,917.5028575838146
30,blue-collar,single,university.degree,no,yes,no,cellular,nov,wed,225,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,0.008928949059975714,3309,924,917.5117865328746
39,technician,single,professional.course,no,no,no,cellular,may,wed,143,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0,0.008928949059975714,3310,924,917.5207154819345
30,self-employed,married,university.degree,no,no,no,cellular,may,mon,107,4,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0,0.008928949059975714,3311,924,917.5296444309945
26,blue-collar,married,basic.6y,no,yes,no,cellular,may,mon,152,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0,0.008928949059975714,3312,924,917.5385733800545
37,technician,divorced,professional.course,no,no,no,cellular,may,wed,109,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,0.008928949059975714,3313,924,917.5475023291144
37,entrepreneur,married,basic.9y,no,yes,no,cellular,may,mon,195,2,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0,0.008928949059975714,3314,924,917.5564312781744
41,blue-collar,married,basic.4y,unknown,yes,no,cellular,may,tue,259,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0,0.008906627021230955,3315,924,917.5653379051956
26,management,married,university.degree,no,no,no,cellular,may,thu,84,4,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,0.00878672410684818,3316,924,917.5741246293024
75,retired,married,basic.4y,no,yes,yes,cellular,jul,fri,67,2,999,0,nonexistent,-2.9,92.469,-33.6,1.059,5076.2,0,0.008758987212059878,3317,924,917.5828836165146
38,admin.,married,university.degree,no,yes,yes,cellular,may,wed,134,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0,0.008577529743926827,3318,924,917.5914611462584
78,retired,married,basic.4y,no,yes,yes,cellular,apr,tue,75,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0.00857076297613337,3319,924,917.6000319092345
37,technician,single,professional.course,no,no,no,cellular,may,tue,89,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,0.008522153214443062,3320,924,917.608554062449
32,admin.,divorced,university.degree,no,yes,no,telephone,aug,thu,262,7,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,0.008430654370528442,3321,924,917.6169847168195
34,admin.,married,professional.course,no,yes,no,cellular,aug,wed,276,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0,0.008430654370528442,3322,924,917.62541537119
33,technician,single,professional.course,no,no,yes,cellular,aug,mon,285,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.008430654370528442,3323,924,917.6338460255605
29,admin.,married,university.degree,no,yes,no,cellular,may,mon,93,2,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,0.008339046018528699,3324,924,917.642185071579
38,technician,married,professional.course,no,yes,no,telephone,nov,tue,205,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,0.008326899467416056,3325,924,917.6505119710464
54,management,divorced,professional.course,no,yes,no,cellular,may,tue,121,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0,0.008326899467416056,3326,924,917.6588388705138
30,blue-collar,single,high.school,no,yes,yes,telephone,nov,tue,228,1,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8,0,0.008326899467416056,3327,924,917.6671657699812
35,admin.,single,university.degree,no,no,no,cellular,may,wed,109,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0,0.008277485485621634,3328,924,917.6754432554669
35,services,married,high.school,unknown,yes,no,cellular,may,tue,215,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0,0.008259428915469314,3329,924,917.6837026843824
35,blue-collar,married,high.school,no,no,no,cellular,may,tue,180,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0,0.008259428915469314,3330,924,917.6919621132979
46,blue-collar,married,high.school,no,no,yes,cellular,may,tue,173,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0,0.008259428915469314,3331,924,917.7002215422134
38,admin.,married,university.degree,no,no,no,telephone,jun,thu,361,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0,0.008259428915469314,3332,924,917.7084809711289
29,blue-collar,single,basic.9y,no,unknown,unknown,telephone,jun,fri,364,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.008259428915469314,3333,924,917.7167404000444
57,retired,married,basic.6y,no,no,no,cellular,may,tue,148,4,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,0,0.008259428915469314,3334,924,917.7249998289599
50,unknown,single,unknown,unknown,yes,no,telephone,jun,tue,363,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,0.008259428915469314,3335,924,917.7332592578754
33,admin.,married,university.degree,no,yes,no,telephone,jun,wed,355,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,0.008259428915469314,3336,924,917.7415186867909
46,admin.,single,university.degree,no,yes,no,cellular,may,mon,92,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,0.008258475426252422,3337,924,917.7497771622171
28,blue-collar,single,basic.9y,no,yes,no,cellular,may,fri,113,6,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,0.008222108956137867,3338,924,917.7579992711733
36,blue-collar,married,basic.9y,no,no,no,cellular,may,thu,193,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0,0.008178858323193037,3339,924,917.7661781294964
36,management,single,university.degree,no,yes,yes,cellular,may,wed,147,2,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,0,0.008178858323193037,3340,924,917.7743569878196
34,admin.,married,university.degree,no,no,no,telephone,may,wed,149,4,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0,0.008178858323193037,3341,924,917.7825358461428
54,management,married,university.degree,no,no,no,cellular,nov,tue,244,3,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,0.008178858323193037,3342,924,917.7907147044659
32,technician,married,university.degree,no,no,no,cellular,nov,wed,223,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,0.008178858323193037,3343,924,917.7988935627891
36,admin.,married,university.degree,no,yes,no,cellular,may,wed,128,3,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0,0.008178858323193037,3344,924,917.8070724211123
31,management,married,university.degree,no,yes,no,cellular,nov,wed,196,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,0.008178858323193037,3345,924,917.8152512794354
46,admin.,married,high.school,no,no,no,telephone,jun,fri,354,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0.008178858323193037,3346,924,917.8234301377586
48,admin.,single,university.degree,no,yes,no,cellular,nov,wed,210,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,0.008142491853078483,3347,924,917.8315726296116
34,self-employed,married,university.degree,no,yes,no,cellular,nov,wed,213,5,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,0.008142491853078483,3348,924,917.8397151214647
36,entrepreneur,married,university.degree,no,yes,no,telephone,may,fri,139,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0,0.008142491853078483,3349,924,917.8478576133177
36,technician,married,university.degree,no,no,no,cellular,nov,wed,221,4,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,0.008142491853078483,3350,924,917.8560001051708
31,services,married,basic.9y,no,no,no,cellular,apr,mon,74,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0.008106399086990325,3351,924,917.8641065042577
49,blue-collar,married,professional.course,no,no,no,cellular,may,tue,118,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0,0.00810525696417053,3352,924,917.8722117612219
28,self-employed,single,university.degree,no,yes,no,cellular,apr,mon,64,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0.00803920151433935,3353,924,917.8802509627362
29,admin.,married,university.degree,no,yes,no,cellular,may,wed,126,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0,0.007923564870371729,3354,924,917.8881745276066
34,blue-collar,married,basic.9y,no,no,no,cellular,may,tue,169,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0,0.007923564870371729,3355,924,917.8960980924769
29,blue-collar,married,basic.9y,no,yes,no,cellular,may,mon,175,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0,0.007923564870371729,3356,924,917.9040216573472
36,admin.,married,university.degree,unknown,yes,no,cellular,aug,wed,295,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.0077730159668772765,3357,924,917.9117946733141
39,technician,divorced,professional.course,no,yes,no,cellular,may,fri,128,2,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0,0.007736996425969039,3358,924,917.9195316697401
31,blue-collar,married,professional.course,unknown,no,no,cellular,nov,thu,230,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0076573793229096545,3359,924,917.927189049063
36,admin.,married,university.degree,no,no,no,cellular,aug,fri,296,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.0076573793229096545,3360,924,917.934846428386
41,self-employed,married,professional.course,no,yes,no,cellular,aug,fri,326,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.0076573793229096545,3361,924,917.9425038077089
33,admin.,single,university.degree,no,unknown,unknown,cellular,aug,mon,295,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.0076573793229096545,3362,924,917.9501611870319
34,admin.,single,university.degree,no,no,no,cellular,aug,mon,299,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.0076573793229096545,3363,924,917.9578185663548
28,student,single,university.degree,unknown,no,no,cellular,may,tue,135,4,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0,0.0076573793229096545,3364,924,917.9654759456778
37,entrepreneur,single,basic.9y,unknown,yes,no,cellular,jul,tue,349,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.0076573793229096545,3365,924,917.9731333250007
31,admin.,married,university.degree,unknown,no,no,cellular,aug,mon,275,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.0076573793229096545,3366,924,917.9807907043237
29,admin.,single,university.degree,no,yes,no,cellular,aug,fri,296,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.0076573793229096545,3367,924,917.9884480836466
32,blue-collar,married,professional.course,no,yes,no,cellular,may,mon,115,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,0.007588955281746022,3368,924,917.9960370389284
51,management,married,university.degree,no,no,no,cellular,may,fri,127,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0,0.00757680873063338,3369,924,918.003613847659
30,services,single,high.school,no,no,no,cellular,may,thu,132,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0,0.007540442260518826,3370,924,918.0111542899195
38,self-employed,married,basic.9y,no,yes,no,cellular,may,wed,155,5,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0,0.007540442260518826,3371,924,918.01869473218
55,self-employed,married,university.degree,unknown,no,no,cellular,may,mon,217,3,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0,0.0075093381786866375,3372,924,918.0262040703587
36,technician,married,high.school,no,no,no,cellular,nov,tue,255,3,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,0.0075093381786866375,3373,924,918.0337134085374
32,technician,married,university.degree,no,no,yes,cellular,nov,wed,234,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,0,0.0075093381786866375,3374,924,918.0412227467161
45,services,married,high.school,unknown,yes,no,cellular,apr,mon,79,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0,0.0075093381786866375,3375,924,918.0487320848948
35,self-employed,married,basic.9y,no,yes,no,telephone,jun,tue,363,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.0075093381786866375,3376,924,918.0562414230735
52,services,married,high.school,no,no,yes,telephone,jun,mon,359,6,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,0.0075093381786866375,3377,924,918.0637507612522
35,management,single,university.degree,no,no,yes,cellular,nov,mon,214,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,0.0075093381786866375,3378,924,918.0712600994309
31,technician,single,university.degree,no,yes,no,cellular,may,mon,120,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0,0.0075093381786866375,3379,924,918.0787694376096
39,blue-collar,married,basic.4y,no,no,no,cellular,may,fri,180,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0,0.0075093381786866375,3380,924,918.0862787757883
35,blue-collar,married,basic.9y,no,yes,no,telephone,jun,mon,373,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,0.0075093381786866375,3381,924,918.093788113967
40,admin.,married,high.school,no,no,no,telephone,jun,fri,374,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.0075093381786866375,3382,924,918.1012974521457
54,technician,divorced,professional.course,unknown,yes,no,cellular,aug,fri,343,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.0075093381786866375,3383,924,918.1088067903244
33,services,single,high.school,no,no,no,cellular,nov,wed,244,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,0.0075093381786866375,3384,924,918.1163161285031
29,entrepreneur,married,basic.9y,no,yes,no,cellular,nov,wed,202,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,0.0075093381786866375,3385,924,918.1238254666818
38,admin.,single,university.degree,no,yes,no,cellular,nov,wed,255,6,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,0.0075093381786866375,3386,924,918.1313348048604
33,blue-collar,married,basic.4y,no,no,no,cellular,may,tue,150,4,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0,0.0075093381786866375,3387,924,918.1388441430391
44,services,married,unknown,no,no,no,telephone,jun,wed,360,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.0075093381786866375,3388,924,918.1463534812178
54,blue-collar,divorced,basic.4y,no,yes,no,cellular,may,tue,138,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0,0.0075093381786866375,3389,924,918.1538628193965
39,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,mon,389,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,0.0075093381786866375,3390,924,918.1613721575752
36,blue-collar,single,professional.course,unknown,yes,no,cellular,may,wed,206,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0,0.0075093381786866375,3391,924,918.1688814957539
31,blue-collar,married,basic.9y,no,yes,yes,cellular,nov,mon,257,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,0.0075093381786866375,3392,924,918.1763908339326
34,unemployed,single,high.school,no,yes,no,telephone,may,tue,179,5,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0,0.0075093381786866375,3393,924,918.1839001721113
29,admin.,married,high.school,no,yes,no,cellular,may,mon,112,4,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0,0.0075093381786866375,3394,924,918.19140951029
35,services,married,high.school,unknown,yes,yes,cellular,may,wed,224,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0,0.0075093381786866375,3395,924,918.1989188484687
43,admin.,divorced,university.degree,no,no,no,telephone,jun,tue,356,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,0.0075093381786866375,3396,924,918.2064281866474
29,blue-collar,married,basic.4y,no,no,no,cellular,nov,wed,219,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,0.0075093381786866375,3397,924,918.2139375248261
57,retired,married,university.degree,no,yes,no,telephone,may,tue,383,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0075093381786866375,3398,924,918.2214468630048
36,admin.,married,high.school,no,no,no,telephone,may,fri,381,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0,0.0075093381786866375,3399,924,918.2289562011835
52,admin.,married,high.school,no,yes,no,cellular,nov,wed,210,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,0.007472971708572083,3400,924,918.236429172892
42,self-employed,single,university.degree,no,no,no,cellular,nov,wed,238,4,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,0.007472971708572083,3401,924,918.2439021446006
35,technician,single,professional.course,no,no,yes,cellular,may,thu,181,2,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,0,0.007472971708572083,3402,924,918.2513751163092
34,unemployed,married,high.school,no,no,no,cellular,jul,fri,339,1,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,0,0.007472971708572083,3403,924,918.2588480880178
54,blue-collar,married,basic.4y,no,no,no,telephone,may,tue,206,6,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0,0.007472971708572083,3404,924,918.2663210597264
44,admin.,married,high.school,no,yes,no,telephone,may,wed,378,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.007472971708572083,3405,924,918.2737940314349
53,management,married,basic.9y,unknown,yes,no,telephone,jun,fri,376,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.007472971708572083,3406,924,918.2812670031435
32,student,single,university.degree,no,no,no,cellular,nov,wed,138,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,0.007472971708572083,3407,924,918.2887399748521
32,services,married,high.school,no,no,yes,cellular,nov,wed,222,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,0.007472971708572083,3408,924,918.2962129465607
35,blue-collar,divorced,basic.9y,no,yes,yes,telephone,may,mon,400,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.007472971708572083,3409,924,918.3036859182693
38,blue-collar,married,high.school,no,no,no,telephone,jun,mon,358,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,0.007472971708572083,3410,924,918.3111588899778
35,management,married,professional.course,no,no,no,telephone,may,wed,373,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.007472971708572083,3411,924,918.3186318616864
36,admin.,divorced,high.school,no,yes,no,cellular,nov,wed,225,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,0.007472971708572083,3412,924,918.326104833395
33,blue-collar,single,basic.9y,no,yes,no,cellular,nov,mon,214,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,0.007472971708572083,3413,924,918.3335778051036
36,technician,married,professional.course,no,no,no,cellular,nov,mon,251,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,0.007472971708572083,3414,924,918.3410507768122
42,technician,married,university.degree,unknown,no,no,telephone,may,wed,389,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.007472971708572083,3415,924,918.3485237485207
60,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,wed,293,5,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.007472971708572083,3416,924,918.3559967202293
29,admin.,married,high.school,no,yes,no,cellular,nov,fri,140,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,0.007472971708572083,3417,924,918.3634696919379
36,blue-collar,married,high.school,no,yes,no,cellular,may,fri,154,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0,0.007472971708572083,3418,924,918.3709426636465
36,blue-collar,married,basic.4y,unknown,no,no,cellular,may,tue,234,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0,0.007369681369832949,3419,924,918.3783123450163
41,self-employed,married,university.degree,no,no,no,cellular,aug,thu,314,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,0.007369681369832949,3420,924,918.3856820263861
34,blue-collar,married,high.school,no,yes,no,cellular,may,wed,133,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0,0.00732151527781207,3421,924,918.3930035416639
28,blue-collar,married,basic.4y,no,no,yes,cellular,may,wed,135,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0,0.00732151527781207,3422,924,918.4003250569417
31,blue-collar,single,high.school,no,yes,no,cellular,may,wed,125,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0,0.007310017714185872,3423,924,918.4076350746559
38,admin.,married,university.degree,no,yes,no,cellular,aug,mon,301,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.00729919323906731,3424,924,918.414934267895
36,admin.,married,professional.course,no,yes,yes,cellular,may,fri,89,1,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,0,0.007294144882251591,3425,924,918.4222284127773
47,technician,married,professional.course,no,yes,no,cellular,jun,fri,63,5,999,1,failure,-2.9,92.963,-40.8,1.224,5076.2,0,0.007268950819459083,3426,924,918.4294973635967
40,blue-collar,married,basic.6y,unknown,yes,no,cellular,apr,mon,88,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0,0.007254044725865327,3427,924,918.4367514083226
37,admin.,married,high.school,no,yes,no,cellular,may,tue,188,4,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0,0.007254044725865327,3428,924,918.4440054530485
31,technician,single,university.degree,no,yes,no,cellular,aug,wed,320,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.007254044725865327,3429,924,918.4512594977743
50,admin.,divorced,university.degree,no,no,no,cellular,aug,tue,323,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.007254044725865327,3430,924,918.4585135425002
44,blue-collar,married,basic.9y,no,yes,yes,cellular,may,tue,180,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0,0.007254044725865327,3431,924,918.4657675872261
45,blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,325,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.007254044725865327,3432,924,918.473021631952
30,technician,single,professional.course,no,no,no,cellular,apr,fri,73,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0.007254044725865327,3433,924,918.4802756766778
38,entrepreneur,married,basic.4y,no,no,no,cellular,may,tue,184,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,0,0.007254044725865327,3434,924,918.4875297214037
48,blue-collar,married,basic.9y,no,yes,no,cellular,aug,tue,335,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,0.007254044725865327,3435,924,918.4947837661296
44,technician,married,professional.course,unknown,unknown,unknown,cellular,aug,wed,275,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0,0.0072145277791922065,3436,924,918.5019982939087
